placa,ano,cor,modelo,marca,valor
KXT9693,2023,VERMELHO,standart,gwm,140347.07
YIN6097,1999,VERMELHO,luxo,gwm,229621.96
LJQ4890,2008,VERMELHO,standart,vw,148737.81
DYG0286,2024,AMARELO,standart,fiat,148459.26
RDQ2627,1991,LARANJA,standart,gwm,101787.23
DJS7277,2014,VERDE,luxo,fiat,218507.17
YFL8900,1999,PRETO,standart,gwm,140531.86
RXE0267,2017,PRETO,off road,gwm,132902.96
JEJ5826,2000,LARANJA,standart,gwm,75148.73
DLK9568,1997,PRETO,luxo,ford,222387.39
RMS4278,2022,AZUL,luxo,fiat,219503.27
XXW2074,2016,LARANJA,luxo,ford,208025.86
WFL8903,2008,AMARELO,standart,cherry,146940.62
JED0500,2015,AZUL,standart,gwm,111680.53
ZFR1063,2015,PRETO,off road,fiat,170058.50
YTU9652,1999,VERDE,off road,gm,120261.13
EVF6437,2023,BRANCO,standart,vw,93394.01
SKH6531,2023,LARANJA,off road,fiat,121790.61
UWO3136,2025,PRETO,standart,cherry,101361.30
WUU3686,2001,VERDE,off road,ford,158824.01
OAM9211,2011,BRANCO,standart,fiat,98765.46
SIA7482,1994,PRETO,off road,cherry,115207.93
EEJ3900,1997,AZUL,standart,gwm,134766.05
SXI0269,2011,AZUL,luxo,vw,158113.98
QII1136,2004,VERMELHO,off road,gwm,178020.70
HKF7176,2018,PRETO,luxo,vw,155465.03
HLO0586,1993,BRANCO,off road,fiat,123815.79
KTQ2441,1994,BRANCO,off road,gm,112667.05
CUS8121,2025,AZUL,luxo,gm,154009.97
YTA6781,1992,VERMELHO,luxo,gm,194049.34
NTV3863,2020,VERDE,luxo,ford,249063.58
XLF0684,2014,PRETO,off road,fiat,189331.43
SNZ8175,2024,AMARELO,off road,ford,134190.52
KNZ5293,1990,LARANJA,off road,fiat,201187.77
GBL1014,2007,LARANJA,off road,ford,183232.27
KFG4697,2004,AZUL,standart,cherry,130076.96
WUV7499,2009,PRETO,standart,cherry,94809.77
LHI4861,2013,AMARELO,luxo,vw,216406.40
JVJ0634,2013,VERDE,off road,vw,160761.39
CCP6039,2021,PRETO,luxo,vw,209926.38
QHC8331,2011,BRANCO,off road,gwm,123028.29
LVO5634,2011,VERMELHO,off road,gm,158709.11
PIC6040,1996,VERMELHO,luxo,fiat,144652.80
RAP3757,2012,VERMELHO,off road,gm,121237.56
FKU6364,2025,BRANCO,off road,ford,164152.08
NPB0422,2025,AMARELO,off road,gwm,107115.56
IJW7208,2016,VERMELHO,luxo,fiat,231779.80
UNT1733,2023,AZUL,standart,fiat,143670.29
OUT8911,2021,LARANJA,luxo,cherry,198250.37
VQX9460,2010,VERDE,standart,gm,148041.10
OHX6370,2015,VERDE,standart,gwm,72967.86
VWQ6827,2022,BRANCO,standart,gwm,134123.08
RMV1286,1992,PRETO,off road,fiat,190535.29
PTR2297,2014,BRANCO,off road,gm,196887.12
NTZ8370,1995,VERDE,standart,gm,106492.89
LVL6605,1998,VERMELHO,luxo,ford,128888.29
HBN2550,2024,VERDE,luxo,fiat,163265.92
JAI2083,1996,AZUL,standart,fiat,98625.33
WVD8726,1993,VERDE,luxo,gwm,158270.43
EZE0794,2010,VERMELHO,standart,vw,123370.15
BHQ6533,2016,VERMELHO,off road,ford,112746.92
SYU4595,2004,BRANCO,luxo,gm,154182.95
NPY5260,1997,AZUL,off road,fiat,131854.85
LNN2725,2001,AZUL,luxo,gm,190363.60
OAW6794,1991,VERDE,off road,vw,197756.05
CCS8716,2016,VERDE,luxo,vw,254445.34
BDD1495,2015,LARANJA,luxo,ford,210554.33
SSR9937,1998,BRANCO,standart,ford,116318.30
QVX3505,2013,AMARELO,luxo,ford,143711.93
RNI5507,2022,AZUL,standart,ford,74560.86
RZB6056,2019,LARANJA,luxo,gm,154553.88
RXJ9427,2014,AZUL,standart,gwm,75774.27
KWV3686,2008,PRETO,off road,ford,167082.52
AZJ9934,2004,PRETO,standart,fiat,142766.91
URS5158,1993,VERDE,standart,gwm,148691.43
GSJ4453,2013,VERDE,luxo,gm,206316.78
TEV2390,2003,BRANCO,luxo,gwm,120794.91
WKQ3527,1991,VERMELHO,luxo,fiat,197089.00
VGB6200,1998,BRANCO,off road,gm,188766.64
VWZ5918,2008,AZUL,off road,ford,148909.14
TRP6083,2014,PRETO,luxo,gm,196767.68
JFL0984,2000,PRETO,off road,fiat,196880.22
ZRZ2984,2001,AMARELO,luxo,vw,193777.64
XHV4749,2012,VERMELHO,off road,fiat,156543.05
HLD9151,2016,VERMELHO,standart,gm,141936.00
WPA6606,1990,VERMELHO,off road,fiat,175768.93
FUF8960,1994,BRANCO,luxo,vw,254887.71
YQM4749,2013,AMARELO,off road,vw,125547.43
VXS6477,2002,AZUL,luxo,ford,240588.69
CLJ0760,2017,PRETO,off road,gm,111755.39
GFV1613,2009,VERDE,off road,gm,125593.74
JHI0304,2020,AZUL,luxo,fiat,136965.26
SNC0837,2014,BRANCO,off road,ford,208421.87
ONZ2534,2023,BRANCO,off road,cherry,115262.57
SYR7088,2011,AMARELO,luxo,ford,239298.52
BQH9350,2009,AMARELO,standart,gm,119704.92
NUE8750,2001,AZUL,standart,gm,146840.50
ETS5020,2014,AZUL,off road,gwm,195797.83
RFP2634,2023,BRANCO,standart,vw,123235.58
UPY7300,1997,PRETO,standart,ford,143709.15
GXJ1476,2012,VERMELHO,off road,cherry,169013.28
XFV8831,1996,AMARELO,luxo,gm,242019.54
ZSF2685,1995,AZUL,off road,gwm,172108.10
ZMD6351,2016,AZUL,off road,ford,185736.29
WQN1969,2016,BRANCO,luxo,gwm,248100.72
WZS7444,2021,PRETO,off road,cherry,163024.91
PAO6463,2020,VERMELHO,off road,vw,135276.75
LOV8112,2015,AZUL,standart,gm,85946.85
QYE0373,2025,AZUL,luxo,fiat,208222.38
JXZ4837,1992,BRANCO,standart,vw,133474.26
JKM4312,2021,VERMELHO,standart,gm,149748.28
VBA0288,1992,AMARELO,luxo,gm,130685.77
YVS1440,2002,LARANJA,standart,cherry,118946.80
YJG1534,1994,AZUL,off road,fiat,149608.65
CMA4977,2007,VERMELHO,luxo,ford,132064.49
FTZ5274,2008,PRETO,luxo,ford,137030.56
MZG0820,2006,LARANJA,luxo,gm,240103.54
AVY1785,2025,AMARELO,off road,gm,102506.50
EGC9220,1998,VERMELHO,luxo,cherry,161939.10
ZPS8638,2015,LARANJA,standart,gm,81068.33
TML7941,1992,LARANJA,standart,cherry,95788.67
DUE4199,2022,LARANJA,luxo,ford,195587.82
RWW6416,2006,AMARELO,luxo,cherry,127665.02
VMJ8489,2015,VERDE,off road,vw,135861.18
HMJ1915,2007,AZUL,standart,cherry,134402.13
YKR4280,2022,AMARELO,luxo,ford,149818.04
ZDZ3460,2006,AMARELO,off road,vw,103696.21
VYW8639,2019,AMARELO,off road,fiat,145757.14
FNB1116,2018,VERMELHO,luxo,gwm,216905.88
LWY4783,2012,AZUL,off road,ford,174185.38
FMS2208,2005,LARANJA,luxo,vw,217549.57
WQE9684,2014,VERDE,off road,vw,123590.40
XWT9411,2021,AZUL,luxo,gm,128475.31
YEC9857,2017,BRANCO,standart,ford,131985.39
GWI7785,2003,VERDE,luxo,ford,132927.95
BKH9996,2025,AMARELO,standart,fiat,88775.22
JNW0830,1998,AZUL,luxo,vw,188378.96
PUT2436,2018,LARANJA,luxo,fiat,214314.21
HTN1187,1999,BRANCO,off road,gwm,112122.68
UIW1472,2012,VERDE,luxo,vw,189819.32
ZLS7689,2021,VERMELHO,standart,fiat,93286.51
PMQ7538,2021,BRANCO,off road,fiat,113357.58
VCU7479,2024,AMARELO,standart,gm,71278.77
NWD6729,2008,PRETO,standart,cherry,142470.76
QEF6886,2012,BRANCO,luxo,gwm,152053.55
SKC1765,2020,AMARELO,luxo,vw,153516.35
TLC7516,1991,AZUL,standart,vw,89183.59
EGT9252,2002,LARANJA,off road,vw,161511.30
SQO8678,2018,BRANCO,off road,gwm,137202.18
EBX8202,2016,VERMELHO,standart,ford,83472.54
NFN9472,2018,BRANCO,luxo,cherry,204875.43
VGQ7086,2022,VERMELHO,standart,gwm,127742.32
BXG6495,1999,PRETO,off road,ford,112866.81
VRR0672,1994,VERDE,standart,gwm,129215.03
WUR6414,2004,AMARELO,standart,ford,141558.36
COE5879,2004,VERMELHO,off road,fiat,145017.90
CIA5189,2010,AZUL,off road,cherry,101688.45
HFY3176,2001,VERMELHO,off road,vw,143357.67
XOF6838,2013,LARANJA,standart,vw,86530.26
VHK8081,2003,BRANCO,luxo,gm,247031.55
NUW7938,2014,AZUL,luxo,fiat,151121.61
CJZ8356,2014,VERMELHO,off road,gm,109401.74
IEM4170,1990,VERDE,standart,ford,142340.75
VLY0271,1996,LARANJA,standart,gwm,133138.39
LUC0896,2009,BRANCO,luxo,fiat,241292.34
MTI0265,2025,VERDE,standart,cherry,87763.56
LZD7500,2023,AMARELO,standart,cherry,91598.64
OZQ8232,2011,PRETO,off road,gm,185513.02
NAO6252,1995,VERMELHO,off road,gm,160371.98
SGU5823,2014,VERDE,luxo,fiat,244574.47
UCC9587,1999,PRETO,off road,vw,128398.57
GYG4116,2018,PRETO,standart,vw,94406.72
VQS6371,2012,AMARELO,standart,fiat,116039.62
ASS4653,1998,AZUL,luxo,ford,131590.21
HCV9989,2015,PRETO,luxo,gm,214986.07
QXV8923,1995,VERDE,standart,gm,99878.20
NBU5765,2004,AZUL,off road,ford,197698.32
HEI5743,2021,PRETO,standart,fiat,127288.67
KTK7340,2011,VERDE,off road,cherry,164376.25
HWN7274,2005,VERDE,off road,vw,181071.84
KEA5926,2010,PRETO,standart,cherry,143479.38
DHO3682,2018,BRANCO,standart,gm,103616.97
JXY8690,2015,AZUL,luxo,cherry,231346.29
SSO6671,1995,BRANCO,off road,fiat,208318.27
DWG1625,1998,AZUL,standart,cherry,108103.55
TJY2180,2007,LARANJA,off road,gm,151847.95
OFG5303,2002,VERMELHO,off road,ford,103335.40
KDM0585,1991,AMARELO,off road,cherry,111112.23
MFN0277,2008,PRETO,luxo,gm,219315.38
CXH9366,1999,VERDE,standart,vw,123508.74
SXY0295,1997,PRETO,off road,gwm,146514.74
USU1531,2012,AMARELO,off road,fiat,102076.84
OZE7906,1992,PRETO,luxo,fiat,224816.91
UAR6395,2011,VERMELHO,off road,cherry,198464.24
YXW6278,2021,PRETO,standart,cherry,117912.04
QTP7415,2020,AMARELO,off road,gwm,190481.77
DUP6059,2004,AMARELO,standart,fiat,71514.69
XBN5016,1998,LARANJA,off road,gwm,183301.96
INN5014,2008,AZUL,luxo,vw,136204.15
TXV4789,2010,LARANJA,standart,vw,126174.98
DBL8011,2007,AZUL,luxo,ford,248061.89
RDT1651,2006,BRANCO,luxo,cherry,219275.78
RLL5165,2016,VERDE,standart,ford,92538.37
YGM0139,2005,VERDE,standart,cherry,87280.20
ZPL9025,2021,AZUL,off road,cherry,192284.46
ZNQ0694,2022,LARANJA,off road,gwm,206837.96
BQT7730,1992,LARANJA,luxo,cherry,167678.91
XBE7460,2023,AMARELO,luxo,cherry,136600.59
UQO6925,2004,VERMELHO,off road,vw,188570.65
NVH0571,2010,VERDE,luxo,fiat,167050.17
VTV3006,1995,PRETO,off road,fiat,177882.34
AMB0140,2014,BRANCO,luxo,gwm,155913.78
KYA2179,2024,PRETO,luxo,gm,177437.27
LHI0175,2012,LARANJA,luxo,gm,224849.43
JVO9068,2016,PRETO,luxo,gwm,253537.76
BUN6463,2025,AZUL,off road,gm,160671.06
DJC7189,2015,PRETO,standart,fiat,101341.05
HRB5457,2022,AZUL,off road,cherry,135110.46
DPJ5242,2017,VERDE,luxo,gm,146108.87
HJA3663,2023,AMARELO,standart,gwm,94533.58
BKL0730,1993,AMARELO,luxo,vw,122558.55
PTI7842,2001,PRETO,off road,vw,143800.73
NMR3512,2014,AZUL,standart,gwm,98467.47
VZN6268,2023,PRETO,standart,vw,141087.97
KXZ0091,2009,PRETO,standart,ford,100947.48
KWZ4004,2003,VERMELHO,off road,gwm,172571.08
CMD0278,1995,PRETO,luxo,fiat,128327.59
MSV7851,1990,VERDE,off road,gm,191866.45
EWW3570,1997,VERDE,standart,cherry,113064.56
VDU1772,1994,BRANCO,luxo,gwm,124839.38
GUL5160,2010,VERMELHO,standart,cherry,77238.58
IKE7554,1995,AMARELO,off road,ford,148459.61
WKX1323,2013,BRANCO,off road,cherry,101543.33
WHJ0738,2022,VERDE,standart,gm,73790.40
POT5475,1993,BRANCO,off road,fiat,110528.33
RUV3688,1990,BRANCO,off road,vw,102374.54
CWY5924,2025,BRANCO,off road,vw,113454.92
XPX1517,2010,AZUL,standart,fiat,141735.39
DJY2222,2025,BRANCO,standart,cherry,86882.12
DCV8710,1992,AZUL,standart,gwm,74763.88
QEK0511,1994,BRANCO,off road,cherry,129476.47
RYZ5177,2003,LARANJA,standart,gwm,79114.91
QQJ3363,1993,BRANCO,off road,ford,126740.47
OET4698,2017,LARANJA,off road,cherry,147301.50
QMR6332,2020,BRANCO,luxo,cherry,154782.21
FUH1347,2002,VERMELHO,off road,gwm,172424.36
GCQ5133,1990,BRANCO,standart,gwm,88084.00
IPC0032,2001,AZUL,luxo,vw,200045.72
SDJ7697,2011,BRANCO,standart,ford,95143.77
CCR0249,2010,AZUL,off road,gwm,183336.37
ART2986,1992,AMARELO,luxo,ford,235251.34
KVP0921,2001,BRANCO,luxo,cherry,225723.67
RRR0916,2020,AMARELO,off road,gm,177502.01
THA2812,2015,LARANJA,luxo,ford,124078.40
BQW2264,2019,PRETO,off road,vw,127371.34
VMA1782,1995,VERMELHO,standart,gwm,123668.10
EUW5325,2008,BRANCO,luxo,ford,213895.28
SVM9439,2008,VERDE,off road,ford,194960.66
XPC1225,2011,BRANCO,luxo,cherry,147998.86
UAJ7996,2009,LARANJA,standart,cherry,85930.07
WOI5318,1993,LARANJA,standart,gm,130600.94
MZI6647,2025,VERDE,standart,vw,91776.17
SFZ1696,2012,VERDE,standart,gm,107401.31
WEN6975,2014,VERDE,luxo,vw,140125.77
XMJ8588,2010,PRETO,off road,ford,184198.37
MEX2635,1993,AZUL,standart,gm,70206.48
IUX6403,1998,AMARELO,luxo,vw,152378.16
MFQ3384,2009,BRANCO,off road,cherry,107970.08
MXB6397,2007,PRETO,standart,ford,111386.30
GGL6034,2005,AZUL,luxo,cherry,123720.88
GBM2041,1998,LARANJA,standart,cherry,85495.49
WYF7296,2007,BRANCO,standart,fiat,118666.89
ZHU1017,2023,LARANJA,off road,gwm,105066.10
IAP5290,1995,AZUL,standart,cherry,72485.96
WSN7739,1995,AZUL,standart,cherry,99892.64
UME5188,1993,AZUL,off road,gm,145131.62
GIF6691,2008,VERDE,standart,vw,145719.63
EBI4717,2003,AZUL,off road,ford,208616.26
OUP2837,2005,AZUL,standart,gm,127018.53
QNY2945,1995,AZUL,off road,gm,197598.61
MSI4575,2001,PRETO,standart,vw,136739.91
RCM6603,2009,AMARELO,standart,gwm,119630.86
GEY9620,1992,VERMELHO,off road,cherry,104748.26
DNX8343,2017,VERDE,luxo,vw,159658.78
FUS0291,1994,VERDE,off road,vw,122536.17
DPJ1220,1996,PRETO,off road,ford,192976.63
XZO6246,2017,BRANCO,luxo,gwm,182966.35
ZDQ8648,2021,LARANJA,standart,ford,109208.15
NPI6472,1994,AMARELO,off road,vw,99261.26
RTT9261,2000,VERMELHO,standart,fiat,76265.00
SKO9615,2007,VERDE,standart,cherry,117762.76
IWW9800,2006,VERMELHO,standart,cherry,149924.84
GKI1992,2008,AMARELO,luxo,vw,172719.16
OWJ5448,2004,VERMELHO,off road,cherry,197157.78
KSW5504,1999,VERMELHO,luxo,cherry,136806.60
KAC1724,2003,AMARELO,off road,gwm,139671.62
VFV5694,1998,PRETO,luxo,cherry,136827.24
KPZ8381,2004,BRANCO,standart,gm,76044.45
ZTZ8319,2021,VERMELHO,standart,vw,72541.11
YXY6860,2001,PRETO,standart,gwm,139365.63
OQX8555,2013,VERMELHO,off road,ford,162807.63
CTJ6006,1992,AZUL,luxo,fiat,130411.67
OEC5156,2004,VERDE,luxo,fiat,243818.71
JTT3954,2004,LARANJA,off road,gwm,136340.90
QNH4093,2002,PRETO,off road,ford,106985.66
OQI7692,1990,VERMELHO,off road,cherry,110764.24
TTE9879,2017,AMARELO,luxo,gwm,168029.62
MBJ9146,1990,LARANJA,standart,gwm,129571.71
UWL9303,1997,LARANJA,standart,ford,70671.01
CQO2829,2024,VERDE,luxo,vw,179035.60
RGE6852,1996,VERMELHO,off road,gm,98264.71
HAR2946,1994,AMARELO,off road,gm,126625.55
OOP6974,1990,PRETO,standart,cherry,126476.89
DLG2263,1995,AZUL,luxo,gwm,232751.43
SSM1353,2009,AMARELO,off road,ford,138865.91
ARM7482,2010,BRANCO,luxo,fiat,231994.01
TQV9400,1999,VERDE,standart,vw,131482.78
GML8939,2021,VERMELHO,off road,vw,112224.27
UJE7684,1992,BRANCO,luxo,vw,247744.82
LKP8194,2017,BRANCO,off road,vw,162498.04
HTY6092,2002,VERMELHO,off road,vw,166801.23
QPY6972,2003,VERMELHO,off road,fiat,156899.07
NPJ5240,2000,VERDE,luxo,gwm,217317.91
BUQ2112,2013,BRANCO,off road,vw,113711.68
BTQ5926,1997,VERDE,off road,vw,105280.06
LUC3007,2019,LARANJA,standart,ford,107664.33
ZZN0983,2019,PRETO,standart,ford,106196.40
EID0681,2013,PRETO,luxo,vw,130383.76
WZH6402,2012,AMARELO,standart,vw,127700.67
FAW0650,2023,AZUL,standart,vw,101328.26
KZY5014,2004,AMARELO,luxo,fiat,156104.30
NMJ2548,2007,VERMELHO,standart,fiat,147443.83
BSF8990,2020,AMARELO,standart,ford,90497.62
PUG8631,1991,LARANJA,off road,ford,98944.93
CQW8397,2007,LARANJA,standart,ford,143722.39
XOM1724,1999,AZUL,standart,vw,131091.61
IWQ0474,1996,AZUL,standart,ford,99901.01
IWB1616,1998,AMARELO,standart,gm,109168.77
LDF0902,2004,BRANCO,luxo,cherry,194884.72
LRD1389,2010,LARANJA,off road,gwm,100384.08
BXH6264,1990,BRANCO,standart,fiat,76450.53
CTA4515,2005,AZUL,off road,gm,103858.91
ITL6075,2024,AMARELO,standart,gm,116439.96
XEW6452,1995,VERMELHO,standart,cherry,82606.67
LRJ0798,2017,PRETO,off road,vw,109934.21
IPG0029,1990,LARANJA,luxo,fiat,170090.91
NVR4729,2018,VERDE,luxo,fiat,123439.32
EIR3648,2017,LARANJA,standart,gwm,80228.46
FVY6913,2014,PRETO,standart,ford,131772.91
NSR1519,2009,VERMELHO,standart,fiat,111032.18
AFU2737,1991,AMARELO,luxo,fiat,142720.14
EYY4149,1990,AZUL,luxo,vw,216750.00
FDK1370,1998,BRANCO,off road,fiat,137379.46
FXG1758,1998,VERMELHO,off road,gwm,191860.21
JQK1956,1997,AMARELO,luxo,fiat,194744.16
YAM5653,2013,AZUL,off road,gm,174390.49
HLF9458,2017,BRANCO,luxo,cherry,119696.28
FUE0844,2017,AZUL,standart,fiat,145396.97
CXF6068,2011,LARANJA,off road,ford,152082.95
LIO0422,2008,AZUL,luxo,fiat,248432.26
HLO8711,1993,PRETO,off road,cherry,172629.82
EFL3730,1997,AMARELO,off road,cherry,132472.76
FXE3432,2007,VERDE,off road,ford,104732.25
VVY6033,2011,LARANJA,luxo,vw,151321.62
BLE7846,2011,AZUL,off road,gwm,194309.52
RRJ3703,2017,BRANCO,luxo,cherry,122246.47
FNM6214,2002,VERDE,luxo,fiat,141127.69
WLY4687,2015,VERDE,luxo,ford,169788.16
KOO2720,2020,VERMELHO,standart,ford,93774.42
NVJ9287,1997,LARANJA,luxo,cherry,227032.84
PHG9527,1996,AZUL,off road,ford,154104.52
EGZ6332,1991,AZUL,off road,vw,199734.13
NVJ4935,2013,VERDE,off road,gwm,126105.01
LXQ7887,1993,LARANJA,standart,vw,148181.44
TRR5448,2017,AMARELO,off road,gm,173134.23
GBW0677,2001,VERMELHO,luxo,vw,197977.24
XDD3103,2007,VERMELHO,standart,vw,81577.73
TCY1437,1992,VERDE,luxo,fiat,179371.76
DYD9109,2020,VERDE,off road,vw,154480.44
XAQ5835,2001,VERDE,standart,fiat,108859.46
VVK5568,2020,LARANJA,off road,fiat,154918.06
KLC6802,2017,VERMELHO,luxo,cherry,201569.00
WCZ5582,1994,VERMELHO,standart,ford,91738.24
JNM0479,1997,BRANCO,standart,vw,146706.79
ECD1712,2007,VERDE,luxo,gwm,179791.02
VNQ7185,2009,PRETO,off road,ford,105647.46
PEB1603,2000,VERMELHO,luxo,cherry,160162.13
VMB0661,2011,VERDE,luxo,fiat,178194.93
TEZ8651,1995,VERDE,luxo,ford,126319.38
JMU1023,2019,PRETO,off road,ford,205791.03
SCH3161,2020,VERMELHO,off road,gm,140867.00
GZO5380,1990,PRETO,luxo,vw,230112.64
HVE0124,2009,VERDE,luxo,gm,220621.26
APN6435,1994,AZUL,off road,gm,125111.07
AFT4437,2015,LARANJA,off road,gwm,194495.23
UUS4482,1996,AMARELO,standart,ford,84376.92
NLQ2227,2012,AMARELO,off road,fiat,138892.36
SAH3429,2007,AZUL,standart,ford,136605.04
BUN2909,1991,AMARELO,standart,ford,130943.09
XSG8681,2000,VERDE,off road,gm,208364.70
LIV6511,1991,AMARELO,luxo,fiat,249892.34
QJE7376,2011,VERDE,luxo,ford,229911.95
VMQ7804,2016,LARANJA,luxo,gwm,162215.57
CME3798,2002,LARANJA,standart,ford,96490.40
PYR9010,1999,AZUL,standart,gwm,123233.23
QGB6129,2013,PRETO,off road,cherry,159794.30
BSF5053,1994,VERDE,luxo,cherry,158562.76
UTG7366,1993,VERDE,luxo,ford,140641.43
RBS7538,2008,BRANCO,off road,vw,167384.75
ZBE9591,2025,VERDE,off road,cherry,203397.11
DRD6540,1990,AZUL,off road,cherry,110231.65
TPD5786,1995,PRETO,off road,ford,185437.73
BRI3731,2012,LARANJA,standart,cherry,72738.56
DQJ3843,2009,VERDE,off road,gwm,191440.52
VGA8937,2023,BRANCO,luxo,gm,167925.61
VHZ2978,2009,VERMELHO,standart,vw,111939.70
TYU2800,2012,PRETO,standart,cherry,115971.95
BHO2711,2004,PRETO,luxo,fiat,249646.17
XPN4246,1998,VERMELHO,off road,gm,145669.13
BGO0050,2019,BRANCO,off road,ford,188393.30
RYM3473,2000,AMARELO,standart,ford,140238.79
BYD5641,2013,AZUL,standart,fiat,119110.92
EQZ7317,2018,BRANCO,standart,vw,78235.69
INZ7153,2025,VERDE,luxo,cherry,180330.49
RVZ4899,2007,VERMELHO,standart,cherry,132663.00
BCG6622,2004,VERDE,off road,vw,182260.69
QLB0717,2012,AZUL,standart,cherry,138680.67
NZF3062,2007,LARANJA,luxo,gm,202414.26
AOG2149,2016,AZUL,standart,ford,146228.83
HHW4113,2012,BRANCO,luxo,vw,133822.52
DLL0388,1995,PRETO,luxo,gwm,254339.02
RVN0108,2000,PRETO,luxo,gwm,158329.73
PWE8263,2013,AZUL,luxo,vw,246333.60
HGD2075,2014,AZUL,luxo,gwm,171087.19
PEM7748,2001,VERMELHO,standart,fiat,100379.77
GCE4925,2018,AMARELO,standart,fiat,146193.77
YXQ4971,2015,AZUL,luxo,fiat,170831.30
WCM2313,2008,AMARELO,standart,gwm,116993.26
WGB5640,2024,LARANJA,luxo,ford,194843.49
RHR3912,2007,VERDE,luxo,fiat,194024.15
MTR3269,2024,LARANJA,standart,gm,72328.31
MGU8316,1990,AMARELO,off road,cherry,116509.36
AYL5117,2021,VERDE,off road,fiat,101066.01
MFA7980,1999,AZUL,off road,fiat,182178.17
CKU8700,1995,VERMELHO,luxo,ford,166904.97
NTJ9106,1993,AZUL,luxo,cherry,194149.49
LPZ9971,2016,VERDE,standart,vw,84465.82
TSW1756,1999,LARANJA,standart,cherry,71566.78
NAR1416,1991,PRETO,luxo,ford,143535.73
UVU5023,1998,VERDE,luxo,gm,182406.77
LFE9323,1990,LARANJA,off road,gm,201902.56
XRE8059,2016,PRETO,standart,cherry,141663.94
ZPY6996,2000,VERDE,luxo,vw,180262.73
CUR5208,2010,PRETO,standart,vw,95921.86
CTD3593,1996,VERMELHO,luxo,cherry,161904.62
MCV0143,2005,AZUL,luxo,gwm,194663.91
FBD3019,2003,AZUL,off road,vw,127819.09
OYF2276,2021,VERMELHO,standart,gwm,139245.82
SNO9377,2002,AZUL,off road,ford,157644.41
UDE2143,2024,AMARELO,off road,gwm,162986.06
AIB1180,2010,AZUL,luxo,gwm,227778.25
EPB5099,2010,PRETO,luxo,vw,150974.13
AGO7754,2024,AZUL,off road,fiat,158272.67
NAN1991,2021,AZUL,luxo,vw,209298.39
HES4600,2010,AZUL,off road,cherry,118882.67
HPT4136,2016,AZUL,off road,gm,155208.58
URL2415,2019,AMARELO,standart,gm,86039.88
YES0736,2008,LARANJA,standart,vw,141372.55
UOD5920,1998,VERDE,standart,ford,107484.35
BPX7016,2007,AMARELO,luxo,ford,244139.40
SJY1307,1990,AMARELO,luxo,ford,152086.21
YYB2682,2011,AMARELO,luxo,cherry,128214.55
NNI4010,2018,PRETO,luxo,cherry,231831.30
EDQ9514,2019,PRETO,off road,fiat,183917.63
IFK9738,2017,BRANCO,luxo,gwm,187168.46
UGZ2291,2008,AMARELO,standart,fiat,112578.65
ACR1850,2025,AZUL,off road,vw,190246.44
GFU1807,2000,VERMELHO,standart,gwm,103123.07
NDR3469,2005,BRANCO,standart,gwm,147334.09
PXO8175,1991,LARANJA,off road,gm,194814.03
IXD5914,2009,BRANCO,standart,gm,74244.52
FIH1369,2015,VERDE,luxo,gwm,188346.72
EMA4068,2009,VERMELHO,off road,vw,195618.15
GBH6048,2014,LARANJA,luxo,vw,232621.73
VSJ0100,2010,AZUL,luxo,gm,224752.15
JWD9966,1999,BRANCO,standart,cherry,72943.63
JHM5171,2011,AMARELO,off road,vw,164530.94
GWD9037,2019,VERMELHO,off road,fiat,100055.80
CJK3732,2015,AMARELO,standart,fiat,89507.65
ULF2435,2021,AZUL,luxo,cherry,208346.69
XZH5311,2004,VERMELHO,standart,vw,110196.14
KXW2700,1990,AMARELO,luxo,cherry,187252.53
KUJ7049,2023,BRANCO,luxo,cherry,135106.07
JYN1331,1990,VERDE,luxo,ford,157853.94
FGQ0880,2018,LARANJA,off road,ford,205341.64
UCH0137,1999,VERDE,standart,gwm,89344.19
ESZ0850,2017,AMARELO,luxo,fiat,156819.58
BGC4007,2009,VERDE,off road,cherry,186336.64
TUH6254,2009,BRANCO,off road,ford,163560.46
DEJ7167,2015,BRANCO,luxo,vw,213815.49
YVV6211,1996,BRANCO,standart,ford,99142.61
EUK8605,1998,VERDE,standart,gwm,86618.15
QOP6853,2021,PRETO,standart,cherry,116452.85
OTD8428,2023,AMARELO,off road,ford,158878.21
XQD0655,2010,BRANCO,standart,fiat,145517.89
XIX7795,2019,LARANJA,off road,fiat,204810.23
QJD4578,1990,LARANJA,luxo,vw,159481.99
WAF2143,2019,BRANCO,standart,fiat,104685.08
HWQ2813,1993,PRETO,off road,cherry,191436.64
XBJ8282,2018,VERMELHO,luxo,fiat,251603.53
MBW5094,2004,BRANCO,off road,gwm,160334.83
JOT1050,2025,VERDE,luxo,cherry,252514.30
ZXZ8277,2013,LARANJA,luxo,gwm,138802.46
EWP8261,2013,VERDE,luxo,ford,119927.49
SIR1072,2006,LARANJA,off road,cherry,115377.22
DGO6625,2007,VERMELHO,luxo,fiat,172122.62
PRD1553,1991,PRETO,standart,gwm,140139.67
UDI4681,2024,AZUL,off road,fiat,169212.21
JHS2533,2022,AZUL,luxo,cherry,233877.00
LBX5323,1995,VERDE,luxo,ford,174149.30
RBT3647,2025,PRETO,luxo,gm,180707.92
NXS4573,2001,VERDE,standart,vw,76314.58
QGC4681,2003,VERMELHO,off road,gm,166448.75
CDF6286,1990,PRETO,off road,gwm,163708.91
